,districtText,furnishingCode,value,floorArea,bedrooms,bathrooms,pricePerSqFt,hasFloorplans,latitude,longitude
22436, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,630000,1227,3,2,513.4474328,FALSE,1.361963463,103.8428603
22437, Pasir  Ris  /  Tampines ,UNKNOWN,608000,1572,4,2,386.7684478,FALSE,1.373172975,103.9633044
22438, Pasir  Ris  /  Tampines ,UNFUR,505000,1302,3,2,387.8648233,TRUE,1.36004918,103.9364341
22439, Hougang  /  Punggol  /  Sengkang ,PART,495600,1248,3,2,397.1153846,FALSE,1.393445082,103.8987835
22440, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,398000,1281,3,2,310.6947697,FALSE,1.378997468,103.755834
22441, East  Coast  /  Marine  Parade ,UNFUR,515000,882,3,1,583.9002268,FALSE,1.303438863,103.9074773
22442, Alexandra  /  Commonwealth ,FULL,380000,721,2,2,527.0457698,FALSE,1.286869167,103.8186819
22443, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,410000,990,3,2,414.1414141,FALSE,1.363834,103.855278
22444, Hougang  /  Punggol  /  Sengkang ,PART,595000,990,3,2,601.010101,FALSE,1.382357181,103.8957827
22445, Boon  Lay  /  Jurong  /  Tuas ,PART,405000,1194,3,2,339.1959799,FALSE,1.353555748,103.7031091
22446, Tanglin  /  Holland  /  Bukit  Timah ,PART,780000,990,3,2,787.8787879,FALSE,1.308919356,103.7855304
22447, Hougang  /  Punggol  /  Sengkang ,PART,430000,969,3,2,443.7564499,FALSE,1.3834519,103.898529
22448, Pasir  Ris  /  Tampines ,UNKNOWN,450000,1377,3,2,326.7973856,FALSE,1.3627218,103.9598508
22449, Hougang  /  Punggol  /  Sengkang ,UNFUR,510000,1044,3,2,488.5057471,FALSE,1.404083,103.899142
22450, Hougang  /  Punggol  /  Sengkang ,PART,410000,753,2,2,544.4887118,FALSE,1.40335,103.903195
22451, Admiralty  /  Woodlands ,UNKNOWN,428000,1302,3,2,328.7250384,FALSE,1.435817404,103.8019002
22452, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,570000,1582,3,3,360.3034134,FALSE,1.353899351,103.7526973
22453, Admiralty  /  Woodlands ,UNKNOWN,348888,1302,3,2,267.9631336,TRUE,1.445305317,103.772225
22454, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,PART,800000,1001,3,2,799.2007992,TRUE,1.310362,103.771381
22455, Balestier  /  Toa  Payoh ,UNKNOWN,253000,603,2,1,419.5688226,TRUE,1.326832968,103.8574939
22456, Farrer  Park  /  Serangoon  Rd ,UNKNOWN,638888,1130,3,2,565.3876106,TRUE,1.30905152,103.8528147
22457, Hougang  /  Punggol  /  Sengkang ,PART,520000,1044,3,2,498.0842912,FALSE,1.403084,103.8986369
22458, Hougang  /  Punggol  /  Sengkang ,FULL,440000,1184,3,2,371.6216216,FALSE,1.399660549,103.9086764
22459, Chinatown  /  Tanjong  Pagar ,PART,760000,968,3,2,785.1239669,TRUE,1.2758671,103.839114
22460, Admiralty  /  Woodlands ,FULL,460000,1313,3,2,350.3427266,FALSE,1.445794,103.795452
22461, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,UNKNOWN,350000,721,2,2,485.4368932,FALSE,1.30503152,103.7659943
22462, Admiralty  /  Woodlands ,FULL,470000,1291,4,2,364.0588691,FALSE,1.428706417,103.7932206
22463, Balestier  /  Toa  Payoh ,FULL,320000,721,2,2,443.8280166,FALSE,1.330839881,103.84192
22464, Sembawang  /  Yishun ,PART,340000,904,3,2,376.1061947,FALSE,1.420920445,103.8474109
22465, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,618000,1130,3,2,546.9026549,FALSE,1.355129762,103.8694028
22466, Sembawang  /  Yishun ,UNKNOWN,300000,721,2,2,416.0887656,FALSE,1.429241587,103.8308568
22467, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,680000,1324,4,2,513.5951662,FALSE,1.343846295,103.8550014
22468, Farrer  Park  /  Serangoon  Rd ,UNKNOWN,670000,1130,3,2,592.920354,FALSE,1.30905152,103.8528147
22469, Pasir  Ris  /  Tampines ,UNFUR,400000,1194,3,2,335.0083752,TRUE,1.350887795,103.9580201
22470, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNFUR,450000,1184,3,2,380.0675676,TRUE,1.382992339,103.7611756
22471, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNFUR,875000,1205,3,2,726.1410788,TRUE,1.371353,103.854091
22472, Eunos  /  Geylang  /  Paya  Lebar ,UNFUR,400000,1119,3,2,357.4620197,TRUE,1.325262402,103.89957
22473, Admiralty  /  Woodlands ,FULL,368000,968,3,2,380.1652893,FALSE,1.432133914,103.7964377
22474, Alexandra  /  Commonwealth ,UNFUR,678000,1076,3,2,630.1115242,FALSE,1.287956633,103.8152875
22475, Hougang  /  Punggol  /  Sengkang ,PART,495000,1011,3,2,489.6142433,TRUE,1.400431784,103.9120058
22476, Harbourfront  /  Telok  Blangah ,PART,360000,753,2,2,478.0876494,TRUE,1.274140906,103.8225469
22477, Hougang  /  Punggol  /  Sengkang ,PART,538000,1033,3,2,520.8131655,FALSE,1.40335,103.903195
22478, Admiralty  /  Woodlands ,UNKNOWN,460000,1302,3,2,353.3026114,FALSE,1.436273396,103.8029672
22479, Sembawang  /  Yishun ,UNKNOWN,365000,1119,3,2,326.1840929,TRUE,1.4399521,103.8376905
22480, Sembawang  /  Yishun ,FULL,345000,979,3,2,352.4004086,TRUE,1.435033512,103.8312039
22481, Sembawang  /  Yishun ,UNKNOWN,590000,1571,4,3,375.5569701,TRUE,1.425382022,103.8452884
22482, Hougang  /  Punggol  /  Sengkang ,PART,650000,1636,3,3,397.3105134,FALSE,1.3509419,103.8867086
22483, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,350000,731,2,2,478.7961696,FALSE,1.370243561,103.8709724
22484, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,380000,882,2,2,430.8390023,FALSE,1.378279029,103.8371491
22485, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,780000,1313,3,2,594.0594059,FALSE,1.336358108,103.7430483
22486, Hougang  /  Punggol  /  Sengkang ,PART,440000,1023,3,2,430.1075269,FALSE,1.38473,103.900014
22487, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,499000,1184,3,2,421.4527027,FALSE,1.389216392,103.8888203
22488, Admiralty  /  Woodlands ,PART,415000,1324,3,2,313.4441088,FALSE,1.445913895,103.801357
22489, Hougang  /  Punggol  /  Sengkang ,PART,318000,742,2,2,428.5714286,FALSE,1.370688,103.881515
22490, Hougang  /  Punggol  /  Sengkang ,UNFUR,648000,1582,4,2,409.608091,FALSE,1.380657679,103.8889117
22492,D21,PART,950000,1571,4,3,604.7103756,FALSE,1.337902768,103.7727587
22493, Admiralty  /  Woodlands ,UNKNOWN,420000,1184,3,2,354.7297297,FALSE,1.444045382,103.8079381
22494, Hougang  /  Punggol  /  Sengkang ,PART,380000,1023,3,2,371.4565005,FALSE,1.391452545,103.8858033
22495, Pasir  Ris  /  Tampines ,FULL,799000,1184,3,2,674.8310811,FALSE,1.342689,103.958899
22496, Alexandra  /  Commonwealth ,FULL,638000,742,2,2,859.8382749,FALSE,1.290099,103.828544
22497, Alexandra  /  Commonwealth ,FULL,835000,1270,3,2,657.480315,FALSE,1.288229921,103.8332554
22498, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,428000,1184,3,2,361.4864865,FALSE,1.4021897,103.7519816
22499, Sembawang  /  Yishun ,UNFUR,395000,1119,3,2,352.9937444,FALSE,1.422092477,103.8485261
22500, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,1058000,1291,3,2,819.5197521,FALSE,1.3566867,103.8435047
22501, Hougang  /  Punggol  /  Sengkang ,FULL,350000,904,3,2,387.1681416,FALSE,1.370605799,103.879322
22502, East  Coast  /  Marine  Parade ,UNKNOWN,950000,1581,4,2,600.8855155,FALSE,1.30322592,103.9118147
22503, Boon  Lay  /  Jurong  /  Tuas ,PART,430000,1011,3,2,425.3214639,FALSE,1.336848945,103.6959292
22504, Alexandra  /  Commonwealth ,PART,425000,796,3,1,533.919598,FALSE,1.2894387,103.8214183
22505, Hougang  /  Punggol  /  Sengkang ,FULL,500000,1323,3,2,377.9289494,FALSE,1.390586306,103.899286
22506, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,950000,1184,3,2,802.3648649,FALSE,1.372089714,103.850147
22507, Hougang  /  Punggol  /  Sengkang ,PART,465000,1184,3,2,392.7364865,FALSE,1.393330309,103.8977168
22508, Hougang  /  Punggol  /  Sengkang ,FULL,488000,1044,3,2,467.4329502,TRUE,1.403084,103.8986369
22509, Alexandra  /  Commonwealth ,UNFUR,600000,914,3,2,656.4551422,FALSE,1.2932979,103.8106706
22510,D19,UNKNOWN,540000,93,3,2,5806.451613,FALSE, Fully  Furnished ,1.40201
22511, Alexandra  /  Commonwealth ,UNKNOWN,348888,624,2,2,559.1153846,FALSE,1.30481559,103.7990027
22512, Balestier  /  Toa  Payoh ,UNKNOWN,338000,721,2,1,468.7933426,FALSE,1.339572456,103.8485743
22513, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,420000,1109,3,2,378.7195672,TRUE,1.350782314,103.7558476
22514, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,495000,1335,3,2,370.7865169,FALSE,1.374759306,103.880055
22515, Pasir  Ris  /  Tampines ,PART,328000,689,2,2,476.0522496,FALSE,1.35752459,103.944373
22516, Sembawang  /  Yishun ,FULL,318000,785,2,2,405.0955414,FALSE,1.428528822,103.8486766
22517, Admiralty  /  Woodlands ,PART,375000,1195,3,2,313.8075314,FALSE,1.443802067,103.7890887
22518, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,399000,1205,3,2,331.120332,FALSE,1.350266466,103.7040583
22519, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,460000,1313,4,2,350.3427266,FALSE,1.382308779,103.7685698
22520, Admiralty  /  Woodlands ,PART,475000,1291,3,2,367.9318358,FALSE,1.431726641,103.7847464
22521, Alexandra  /  Commonwealth ,PART,698000,1345,4,2,518.9591078,FALSE,1.293188599,103.7997408
22522, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,UNKNOWN,435000,732,2,2,594.2622951,FALSE,1.308523002,103.7605169
22523, Balestier  /  Toa  Payoh ,UNKNOWN,300000,710,2,1,422.5352113,FALSE,1.330141875,103.8586364
22524, Hougang  /  Punggol  /  Sengkang ,PART,420000,1194,3,2,351.758794,FALSE,1.393393412,103.9110461
22525, Balestier  /  Toa  Payoh ,PART,950000,1313,4,2,723.5338919,FALSE,1.335526009,103.8488181
22526, Hougang  /  Punggol  /  Sengkang ,PART,430000,1237,5,2,347.6151981,TRUE,1.393682,103.90077
22527, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,540000,1500,4,2,360,FALSE,1.397427973,103.7443484
22528, Sembawang  /  Yishun ,PART,600000,1572,4,3,381.6793893,FALSE,1.425382022,103.8452884
22529, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,520000,1245,3,2,417.6706827,FALSE,1.375766379,103.8835808
22530, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,540000,1292,3,2,417.9566563,FALSE,1.339115187,103.7032892
22531, Alexandra  /  Commonwealth ,FULL,260000,505,1,2,514.8514851,FALSE,1.307815587,103.8011613
22532, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,360000,1151,3,2,312.771503,FALSE,1.343732431,103.6973513
22533, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,UNKNOWN,359000,699,2,1,513.5908441,FALSE,1.303561733,103.7826366
22534, Pasir  Ris  /  Tampines ,UNKNOWN,640000,1571,4,3,407.383832,FALSE,1.3498191,103.9312359
22535, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,370000,979,3,2,377.9366701,FALSE,1.366332873,103.8876323
22536, Sembawang  /  Yishun ,PART,420000,1119,3,2,375.3351206,FALSE,1.435451267,103.8415265
22537, Balestier  /  Toa  Payoh ,UNFUR,388000,731,2,1,530.7797538,FALSE,1.336350304,103.8472544
22538, Boon  Lay  /  Jurong  /  Tuas ,PART,466000,1097,3,2,424.7948952,FALSE,1.341157837,103.7441679
22539,D27,UNKNOWN,650000,145,3,3,4482.758621,FALSE, Partially  Furnished ,1.426475388
22540, Hougang  /  Punggol  /  Sengkang ,PART,550000,1065,3,2,516.4319249,FALSE,1.4046371,103.8977654
22541, Boon  Lay  /  Jurong  /  Tuas ,PART,400000,968,3,2,413.2231405,FALSE,1.3402397,103.6979493
22542, Sembawang  /  Yishun ,PART,380000,1033,3,2,367.8606002,FALSE,1.420779561,103.8462744
22543, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,420000,1087,3,2,386.3845446,FALSE,1.397885554,103.7462327
22544, Seletar  /  Yio  Chu  Kang ,PART,458000,1033,3,2,443.3688287,FALSE,1.390177053,103.8770593
22545, Sembawang  /  Yishun ,FULL,438000,1001,3,2,437.5624376,FALSE,1.419898258,103.8457237
22546, Sembawang  /  Yishun ,PART,355000,1012,3,2,350.7905138,TRUE,1.4556179,103.8161578
22547, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,420000,1194,3,2,351.758794,FALSE,1.388291296,103.7721185
22548, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,355000,1054,3,2,336.8121442,FALSE,1.357474166,103.7478418
22549, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,410000,1001,3,2,409.5904096,FALSE,1.402681815,103.9072873
22550, Seletar  /  Yio  Chu  Kang ,UNKNOWN,440000,1011,3,2,435.2126607,FALSE,1.393061,103.875741
22551, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,490000,968,3,2,506.1983471,FALSE,1.381824855,103.8946326
22552, Macpherson  /  Potong  Pasir ,UNKNOWN,265000,559,2,2,474.0608229,FALSE,1.326167146,103.8859172
22553, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,450000,1184,3,2,380.0675676,FALSE,1.345101128,103.7019437
22554, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,399000,1001,3,2,398.6013986,FALSE,1.4055137,103.9080169
22555, Macpherson  /  Potong  Pasir ,PART,210000,484,1,1,433.8842975,FALSE,1.326399172,103.8859342
22556, Balestier  /  Toa  Payoh ,PART,888000,1023,3,2,868.0351906,FALSE,1.316756172,103.8615823
22557, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,455000,1313,3,2,346.5346535,FALSE,1.382388715,103.7409327
22558, Seletar  /  Yio  Chu  Kang ,FULL,450000,1000,3,2,450,FALSE,1.393061,103.875741
22559, Balestier  /  Toa  Payoh ,PART,318000,699,3,1,454.9356223,TRUE,1.325424829,103.8544502
22560, Balestier  /  Toa  Payoh ,UNFUR,299000,699,3,1,427.7539342,TRUE,1.325424829,103.8544502
22561, Balestier  /  Toa  Payoh ,PART,308000,742,3,1,415.0943396,TRUE,1.323308684,103.8666601
22562, Pasir  Ris  /  Tampines ,PART,538000,1603,3,2,335.6207112,TRUE,1.366778555,103.9613091
22563, Hougang  /  Punggol  /  Sengkang ,PART,660000,1571,3,2,420.1145767,FALSE,1.373244854,103.8757353
22564, Balestier  /  Toa  Payoh ,PART,338000,635,2,1,532.2834646,FALSE,1.323499671,103.8607821
22565, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,808000,1302,3,2,620.5837174,TRUE,1.348579635,103.8518402
22566, Sembawang  /  Yishun ,UNKNOWN,470000,1119,3,2,420.0178731,FALSE,1.426391824,103.8370229
22567, Hougang  /  Punggol  /  Sengkang ,PART,468000,1033,3,2,453.0493708,FALSE,1.404177,103.898748
22568, Boon  Lay  /  Jurong  /  Tuas ,PART,278000,710,3,2,391.5492958,FALSE,1.3495481,103.7129863
22569, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNFUR,499000,1119,3,2,445.9338695,FALSE,1.345326,103.856583
22570, Macpherson  /  Potong  Pasir ,UNKNOWN,265000,624,2,2,424.6794872,FALSE,1.322711501,103.8880934
22571, Bedok  /  Upper  East  Coast ,FULL,390000,882,2,2,442.1768707,FALSE,1.328980253,103.9380214
22572, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,500000,1506,3,2,332.0053121,FALSE,1.385567303,103.772043
22573, Chinatown  /  Tanjong  Pagar ,PART,969000,1475,3,2,656.9491525,FALSE,1.277198784,103.8385623
22574, Sembawang  /  Yishun ,UNKNOWN,428000,1184,4,2,361.4864865,FALSE,1.449349584,103.8147261
22575, Pasir  Ris  /  Tampines ,UNKNOWN,699000,1657,4,3,421.8467109,FALSE,1.371993312,103.9579171
22576, Eunos  /  Geylang  /  Paya  Lebar ,PART,598000,1151,3,2,519.5482189,FALSE,1.318804,103.899354
22577, Hougang  /  Punggol  /  Sengkang ,PART,388000,1001,3,2,387.6123876,FALSE,1.395377069,103.9015104
22578, Admiralty  /  Woodlands ,PART,318888,990,3,2,322.1090909,FALSE,1.44822433,103.7993237
22579, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,529000,1539,4,2,343.7296946,FALSE,1.349661038,103.6967334
22580, Hougang  /  Punggol  /  Sengkang ,PART,400000,1087,3,2,367.9852806,FALSE,1.376074488,103.8809338
22581, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,460000,1001,3,2,459.5404595,FALSE,1.403835531,103.9089095
22582, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,698000,1302,3,2,536.0983103,FALSE,1.340713226,103.7445162
22583, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,625888,1184,3,2,528.6216216,FALSE,1.402247,103.901371
22584, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,420000,914,3,2,459.5185996,FALSE,1.395233785,103.9114712
22585, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,550000,1184,3,2,464.527027,FALSE,1.401567086,103.9052269
22586, Harbourfront  /  Telok  Blangah ,PART,838000,990,3,2,846.4646465,FALSE,1.2741351,103.807535
22587, Admiralty  /  Woodlands ,PART,390000,990,3,2,393.9393939,FALSE,1.441117967,103.777945
22588, Harbourfront  /  Telok  Blangah ,FULL,800000,1022,3,2,782.778865,FALSE,1.273834767,103.806505
22589, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,325000,721,2,2,450.7628294,FALSE,1.379561253,103.8409137
22590, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,600000,1302,4,2,460.8294931,FALSE,1.382464991,103.8394096
22591, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,398000,1140,3,2,349.122807,FALSE,1.353796052,103.7216297
22592, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,475000,968,3,2,490.7024793,FALSE,1.382958798,103.8979432
22593, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,598000,1517,4,2,394.1990771,FALSE,1.40155393,103.7469503
22594, Balestier  /  Toa  Payoh ,UNKNOWN,308000,678,2,1,454.2772861,FALSE,1.320731092,103.8657001
22595, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNFUR,540000,1539,4,2,350.877193,FALSE,1.378729268,103.7429837
22596, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,438000,1173,3,2,373.4015345,FALSE,1.346127234,103.7086366
22597, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,360000,721,2,2,499.3065187,FALSE,1.35842697,103.8719063
22598, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,398000,1119,3,2,355.6747096,FALSE,1.340539784,103.7207544
22599, Admiralty  /  Woodlands ,UNKNOWN,420000,1152,3,2,364.5833333,FALSE,1.434763081,103.7906133
22600, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,570000,1302,3,2,437.7880184,FALSE,1.379351424,103.7658904
22601, Admiralty  /  Woodlands ,FULL,438000,1302,4,2,336.40553,FALSE,1.445675677,103.7949678
22602, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,338000,731,2,2,462.380301,FALSE,1.374013124,103.8543265
22603, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,318800,721,2,2,442.1636616,FALSE,1.349837805,103.7549344
22604,D20,UNKNOWN,865000,119,3,2,7268.907563,FALSE, Partially  Furnished ,1.371353
22605, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,599000,1345,2,2,445.3531599,FALSE,1.343958809,103.7018779
22606, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,420000,1119,4,2,375.3351206,FALSE,1.37981755,103.8906248
22607, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,458000,1184,3,2,386.8243243,FALSE,1.386275433,103.7623436
22608, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,488000,1184,3,2,412.1621622,FALSE,1.345222558,103.704061
22609, Sembawang  /  Yishun ,FULL,398000,1162,3,3,342.5129088,FALSE,1.4117043,103.8332734
22610, Beach  Road  /  Bugis  /  Rochor ,UNFUR,472000,646,2,2,730.6501548,FALSE,1.298524689,103.852384
22611, Ang  Mo  Kio  /  Bishan  /  Thomson ,PART,820000,1291,3,2,635.1665376,FALSE,1.371803482,103.8535492
22612, Alexandra  /  Commonwealth ,UNFUR,555000,667,2,2,832.083958,FALSE,1.281521,103.830035
22613, Hougang  /  Punggol  /  Sengkang ,PART,515000,1216,3,2,423.5197368,FALSE,1.4044907,103.8975456
22614, Sembawang  /  Yishun ,PART,330000,893,3,2,369.5408735,FALSE,1.422569023,103.8392618
22615, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,348000,1119,4,2,310.9919571,FALSE,1.345690815,103.6959672
22616, Pasir  Ris  /  Tampines ,UNKNOWN,550000,1119,3,2,491.510277,FALSE,1.34984848,103.939407
22617, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNFUR,525000,1054,3,2,498.1024668,FALSE,1.367035302,103.8467598
22618, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,838000,1442,4,2,581.1373093,FALSE,1.35554712,103.8485497
22619, Pasir  Ris  /  Tampines ,PART,470000,1044,3,2,450.1915709,FALSE,1.354036663,103.9466713
22620, Sembawang  /  Yishun ,PART,430000,1194,4,2,360.1340034,FALSE,1.449822902,103.8160579
22621, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNFUR,838000,1442,4,2,581.1373093,FALSE,1.357205692,103.8487453
22622, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,580000,1507,4,2,384.8706038,FALSE,1.333684786,103.7246084
22623, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,410000,1313,4,2,312.2619954,FALSE,1.34649081,103.6975974
22624, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,480000,1130,3,2,424.7787611,FALSE,1.357753292,103.8438271
22625, Sembawang  /  Yishun ,FULL,390000,1087,3,2,358.7856486,FALSE,1.4447196,103.8179048
22626, Bedok  /  Upper  East  Coast ,UNKNOWN,450000,1054,3,2,426.9449715,FALSE,1.335499147,103.9236004
22627, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,410000,1184,3,2,346.2837838,FALSE,1.398250034,103.8992784
22628, Sembawang  /  Yishun ,FULL,480000,1302,3,2,368.6635945,FALSE,1.428955777,103.8433314
22629, Admiralty  /  Woodlands ,FULL,390000,1033,3,2,377.5411423,FALSE,1.441335959,103.7784515
22630, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,490000,1367,4,2,358.4491587,FALSE,1.341659882,103.6941508
22631, Hougang  /  Punggol  /  Sengkang ,PART,470000,1055,3,2,445.4976303,FALSE,1.40335,103.903195
22632, Eunos  /  Geylang  /  Paya  Lebar ,PART,550000,1323,3,2,415.7218443,FALSE,1.324795,103.902021
22633, Ang  Mo  Kio  /  Bishan  /  Thomson ,FULL,1050000,1646,3,3,637.9100851,FALSE,1.34932765,103.8527021
22634, Alexandra  /  Commonwealth ,FULL,388000,710,3,2,546.4788732,FALSE,1.30412831,103.799336
22635, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,400000,1194,3,2,335.0083752,FALSE,1.341290576,103.694484
22636, Admiralty  /  Woodlands ,UNKNOWN,800000,1926,4,3,415.3686397,FALSE,1.437402392,103.7769509
22637, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,590000,1044,3,2,565.1340996,TRUE,1.40201,103.901791
22638, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,535000,1184,3,2,451.8581081,FALSE,1.336222643,103.6977309
22639, Sembawang  /  Yishun ,UNKNOWN,350000,731,2,2,478.7961696,FALSE,1.430076342,103.8332471
22640, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,310000,785,2,2,394.9044586,FALSE,1.349908581,103.7588874
22641, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,PART,575000,1572,3,3,365.7760814,FALSE,1.353899351,103.7526973
22642, Boon  Lay  /  Jurong  /  Tuas ,UNKNOWN,510000,1453,3,2,350.9979353,FALSE,1.351990828,103.7194866
22643, Alexandra  /  Commonwealth ,UNKNOWN,340000,624,2,2,544.8717949,FALSE,1.287892425,103.8281329
22644, Ang  Mo  Kio  /  Bishan  /  Thomson ,UNKNOWN,365000,957,2,2,381.400209,FALSE,1.365269039,103.8543235
22645, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,420000,1087,3,2,386.3845446,FALSE,1.397885554,103.7462327
22646, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,FULL,570000,1302,3,2,437.7880184,FALSE,1.379351424,103.7658904
22647, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,318800,721,2,2,442.1636616,FALSE,1.349837805,103.7549344
22648, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNKNOWN,355000,1001,3,2,354.6453546,FALSE,1.386639766,103.7688834
22649, Sembawang  /  Yishun ,PART,438000,1001,3,2,437.5624376,FALSE,1.419898258,103.8457237
22650, Balestier  /  Toa  Payoh ,UNKNOWN,330000,700,2,1,471.4285714,FALSE,1.323308684,103.8666601
22651, Buona  Vista  /  West  Coast  /  Clementi  New  Town ,UNFUR,830000,990,3,2,838.3838384,FALSE,1.310362,103.771381
22652, Boon  Lay  /  Jurong  /  Tuas ,UNFUR,416888,968,3,2,430.6694215,FALSE,1.341818731,103.7021271
22653, Dairy  Farm  /  Bukit  Panjang  /  Choa  Chu  Kang ,UNFUR,430000,1108,3,2,388.0866426,FALSE,1.345624531,103.7495493
22654, Balestier  /  Toa  Payoh ,PART,850000,1184,3,2,717.9054054,FALSE,1.336597,103.845298
22655, Pasir  Ris  /  Tampines ,FULL,375000,796,2,2,471.1055276,FALSE,1.34998024,103.9459388
22656, Admiralty  /  Woodlands ,FULL,420000,1302,3,2,322.5806452,FALSE,1.434134007,103.7979906
22657, Admiralty  /  Woodlands ,FULL,420000,1076,3,2,390.3345725,FALSE,1.442345872,103.8030125
22658, Pasir  Ris  /  Tampines ,PART,405000,1076,3,2,376.394052,FALSE,1.357737618,103.9599298
22659, Boon  Lay  /  Jurong  /  Tuas ,PART,668000,1420,3,2,470.4225352,FALSE,1.342963098,103.7048418
22660, Hougang  /  Punggol  /  Sengkang ,UNKNOWN,440000,1194,3,2,368.5092127,FALSE,1.399496445,103.9143173
